R7xe2+
Qxa1#
Rfxc3
Rhxh2#
Qhh5
Kf6+
Ngf8+
a1=B#
c8=Q#
Rbc1#
Q5e6#
gxh7
dxe2+
Q8h7
Qexa4#
Qxb1#
Nd5
Qbf2+
Rhxf7
Rhxf2
Qeg6+
Nxa6+
Rxa6#
Red2+
c8=Q
Kxf5
Qxh6
R3xa6
Ngh3
Bae4
Rxh4
Qge3
Qgxf8#
Qfh1
axb8=R
Qcxf5
Rcxc6+
B8e7
Q5d4
R8xb3+
Ndf3#
Rhc1
Bac3
Bde5#
Qdxg6#
Rd4#
R6e5
Rbe1
Rcg3
R7a4#
Rcxb1
Rgxd5
Qdxe3
Qec3
Nef8+
Qcxb3#
Nh7+
Raxa2+
R6h2#
Rexg2+
Nde6
Qcd7#
Ndxc2+
Qad8#
Rff2
Q5e3
Nhg5+
Rfe6+
Kb6#
Qgxe8
Qec6#
Nbxd3
R2xb7#
Qca1
Rhd1
dxc6+
Bxf8+
Qcxd4+
axb8=R+
Bxg6#
R1a6#
Rcc1
Rdxh3+
c1=R#
exd8=R+
Qfd3+
Rdh6
N5b3
Qxg5
Nef8
Qcb2#
R3xh2+
Rfe7+
N7d5
Qc6+
Q7b4
Qcxf3+
Rgxc5+
a8=B
Rec7#
Qeg1+
N4c5+
Kxc5+
Qeg7#
B4d3
Rhxd3
f1=Q
R8xc5
Rxd5#
Ndb3#
Rhxf2+
Qb3+
Rhxe1
Rfxc5
Rdxd8
N5g4#
Qdb2#
a8=R#
Rbd2+
Ka7+
Q8xd8+
Qaa4+
Q6xf6+
Rxc8+
Nfg3#
Qac1#
Qdxh8#
R2e3#
Nhxg5
Qba3+
Q4e3+
R3a4
Ka5
Qeb3#
R2xf4+
R5c3
Raxd1+
R3xb4+
Q1g6#
Rae1#
Qbb7+
Qbf5+
Rge7
Rxa6+
Rcb7#
Nhg8+
exd8=Q
Nfh4
Qbc8+
Bxe2+
Nf1#
cxd2
Na8+
Rfxb2#
d1=Q
Q6g5#
Qec8
e1=R#
hxg7
Qaxa4+
Qg4
Bc6
Qfxa2#
Raxb4#
Nac5+
Raxg8+
Bg5#
Kf1+
R8b5
Qfh3
Qhh6
Rcxb6+
Nhxf2+
N2xc3
Naxb2+
R8d3+
R2e4#
Nbxa8
Rde2+
N4xh5
Rfg4+
f1=R#
Rb2+
R4c5
Ra8+
N4f6
#-55]
Qhe6#
Rgxe2+
Nc2#
Rxf8#
Bxh7
Qexd5+
N5c3
Rbg4#
#-39]
f5
Bhg2
h8=N
Kg3+
Rdxg7+
Rbg8
bxc3+
Qhxg5#
Qgxe6+
Rfxe1
Qexd2
Ra6
Rag7#
Qch2#
R1a5+
R8c2+
Rfxg3#
Bxf6
Rgxf5+
#-16]
R4xf5+
Q2d7+
Rxe5#
Rfd3+
g3
Q8d3
R8xe7
Rde4+
Q1xh2
Bxg1+
Rfb5
Qf7#
hxg1=N
Qbxf7#
Qdc7+
Q7f7
N1c2
Qdxd1
f7#
R8g2+
Q5d3+
N1g2
Rfxb7
Q8a8#
Qxe3#
Q5g6#
Qxe8#
Qfb1+
Rdg4
R3xc4
R8b6+
Rbxe6
e4#
R8xf4+
Qac7#
Qdxg4#
Qhf2+
Ba6
Qxd1+
Rc3
R2e5
Rgxb3+
Ndf6+
Q2xg3+
Qbb4
R7xf3
Qdb2+
Qge3+
N6xc4+
Ncxb2+
R7c5+
R4xg6
R1xf3
Qag2
R4xh6
Qxf3
Rcxe6
Q3e1+
Rge8+
Qac4#
R6xe3
f4
Kxd2+
Bh7
R2f6
R7e4#
[%eval
Rhxh3
Qgg8+
Nge5+
Ncxb8
Qfg4
Qba8
Nf6+
Kh6
N5e3
Nxg4
R1e3#
Qgxf7
Rcf7#
Qgxe2#
Bba3
Qgxf1#
Rhxh6
R8xe5+
Qhb4+
a8=Q#
Rxe7+
Nfxe1
Qexc6
Nb4+
Qac5
Ndc1+
Kh3#
Qdd2#
Qhxb7+
Rexe1#
Bf8#
R1xf7#
Qeb7#
Ne4
Q5a5+
Kxf6+
Rhf7+
Raxb1+
Qcb1
Qhh6#
N5xe6+
Bg1+
Raxh1
Rf6+
R7xc3
Bb1#
R3xg7
Qbe1#
Nxf6+
Nexc2+
Qdc4
Be1#
Bxc7+
R7c2#
Rhxh2
R7xg3
R5f7
Qaxf4+
Raxe3+
N3xh2
Raxd3
e6#
Qdc7#
Qeh2#
Ra5+
Rd5+
Qexe6#
Nh4#
Kb5
Q2e3
Rfxd2+
N7d5+
Q4d4
a6
R7xd4
Qbc8
Qdxd7#
Q8c7#
N4xc5+
Rgxg4
Ka1+
Neg7
Q2d4#
Qdxd5+
Nfg4#
Q3h6#
Nh5+
Rgh2
Rge5
Nhf7+
Qcf1+
Rdxf1#
Ndxf8
Qxh5
Qbxe6+
a2+
Nd6+
Bc2+
N5h3
R7a3+
Q7d2#
Rdb1+
Qd8#
Raxb3+
Q5xg6
Rbf7+
Qc3+
Na2#
R8a3+
Rexb4
N7b5+
Ba6+
Ncxa1
Bh1
axb1=R
Ba6#
Nf1
Qdf5+
R6h3+
Q5b4
Kf3
Nexd8+
Q3d2
Rxf3+
cxb7#
Qcd6#
R4d5
Nbc2
Rbe4+
Rgxd4+
Rexg1
R1xd5+
Q3h5#
Nxd2#
Rcxg3+
Qag7#
Qbc3
Qhxe1+
Rdh4+
N6c4
Rdf5
Rbc2
N6g5+
Qeh1#
Nb3+
Rbf8
Nexf4+
Rfd6
Qhc2+
Bc1#
Raf5
Qgxh3#
Neg6
Q4d5+
Reg5+
Qhd8
Raxb7
Rb7
Rfxe7
Qbc4
R2b5#
Qeg8+
Rhc3
R1e6
R5a6#
R6xa7+
R5g3#
Reg5
Rhxa2
Q5a2+
exf6#
Qcxc2+
N5h6
Q3f6
Q3d1
Qaxa7+
Rfxd5+
Qfa2+
Rdxg3+
Nfe6#
Qcxg3+
N5c6
Q5e4#
Rcf7+
Nfg5#
Rfg5#
Rab7#
Qbf2
N4xc6
Qb8
Rexe2#
Qfxg4+
N4e3+
Q6e4#
Rdf4#
gxf4#
Qfe7#
gxh7#
R2xf3+
Ngxh7+
Qge4#
Rbxg4#
Qdxb7+
Nab2
Rca2
Qcxa4
R4f2+
Qdh4+
c1=B
Rexd2+
R6e5+
Q6d4#
Kh1+
Qga4
R8a5+
Na4#
Qaxd1#
Qha1#
Bde6
N8a7
N3c4+
Ncxb5+
h8=N+
Reb7#
R8xh7+
Qdh6+
Rgxe2
Qec7+
Qda1
Qcf6#
Qaxb5
Q4h4
Rbxd8#
fxe1=Q+
Q7g5#
R6xf4+
Rxb1#
Qaxc5+
axb5
Rcxa7+
Rgb4+
Qfe2+
Qcxd7+
Rce5+
N2d3
Rfxg1#
Qba5+
Nxa3#
Rhc5+
Ra4+
R5g6
Qdxf1#
R6a5
Bxa7#
Rgd6+
Rd7+
Qgb3+
Q7a4+
Rxb3+
N4xe5
Rbxd3
Rcf6+
Qea8
Qde2+
Rbxe6+
Qxd2+
Kf5
Rhxf4+
Qdxd8+
N5f3
Rce8
Qdg2#
Rbxb8#
Re5
Kxd5+
Qxa6#
d4
Q4h2
Q5e1+
Qfe8#
Q6a2
Rcxd8
Rcg1
B6b7
Q5a4
Rgxe4+
Qec5+
R3xh4+
Nxh5
Rcxf7+
Q2c1
R4g2
R1b5#
Rxb5
R8b6#
cxd8=B
Qhc5
N7f5
Q4xc4+
Qcxd2#
Red3+
Nexc7+
Rb5+
Rge7#
N2c3+
Qag3#
Nxg2
R3g7+
Qch1#
Red3
Rfd7+
Q6e7+
N6d4
gxf2
dxe7+
Rhg1+
R3e4
dxe8=Q
Raxc3#
Bxc6+
Bf3+
Qde5+
Qbxf5+
Q8c5#
R4xc5
Qaxb8
Q4c6#
Qbf7
Qfd6+
Rgf7
Qxa2#
Rgxa8
Qexe3+
Rxe5
Rgxe6
N2c3
Qdxe1+
Rbg3#
Qhxf8+
Bd5#
R4xg2+
Bxa7
Qhxf5+
N4xf3
Rgb2
Kg3
Rcf3
Nec8+
Nfh2
Nd2
R3d4+
dxc7#
Qbf4#
Rexg2#
Qgh5+
hxg1=Q#
Qag4+
R3g5
Qaxa3#
Qed2#
Raf6
Bxg5
Q6xd4+
Rdxf8
Rcxh6#
Ngxe5
Qbd4+
Rxb2
Rbf2
Qhxh3
Q4h3+
Qbb1+
Qaf1+
Rch7
Rhh7
Rdxa2
Nde5
Qdxa2+
Q2h3#
dxe8=N
R5d6+
Qde3+
R2e4
Qce6+
R1xa2
Ndf5+
Ndxf7+
Qdxb2+
R8xc4
R7h6
Red1+
Rhc2#
Qfa4#
Q8xb2
Q8a4+
Q3f3+
Q5g7+
Rhxh4+
g4#
R6xa5
Qag3
Naxb4
Bxc3
Nbxd2+
dxc3#
Rch3
N3c2
Rfc2#
#-15]
Kxg5+
Qab4+
R8c6
Nbxc8
Rgc6
Nac6
Rhf4#
Be1+
Rhe4
Qaf3
Qdxd3#
N6f4
Rcg8
Rb6
Naxb1
Bb3
Nfxh2+
Bb6
Rdxg1#
R1c5
Nhxg4
Rg6#
N7xc6
Q8d8
f8=B+
Q1d4+
Rxe8#
Rexg8
Qexe8#
dxc4
Rde6
Rhxa6
Qfxf2
Q4f4+
Bxd2
Be4
Qdxg8+
Q1f4+
Q1b5+
Qbxa2+
N5g4+
Qhxg2+
R1h4#
h1=Q+
Rhxf6
R7xh5
Rgxf7
Rge4
Bb4#
Qaxe4+
Rhxg8
O-O#
Qgd8
fxg7#
R4xd7
R8xg6+
Q1xc7+
N8xe6+
Bxe8#
N8g6
Rgxf5
R5xc2
Rhc1+
Kc3+
Qcd4
Nxd7
Rh8#
Rxd4
exf5#
Rh2
Rfd2+
Q4g6#
R6xf7
Qd3
Rdc8
Rgxg1+
Ne3
Nxh7+
Raxe4+
Bxb5#
Qbxd2
Rxe2+
R8xd2#
Ne6+
Rbe4
Nce4
Nc3+
Bxh5+
Qdf2
gxf5
Qbxg3#
Q5g6+
Rdg2#
R5xf4
Rcc2
R7b2#
Reg6#
Rdxb3
Qhxe7
Qed4
Rhxe4
Qbe7+
Q1d5+
Nb7#
Rfg7+
Nfxd4
Q1xh6#
Ncb7+
Bcxf5#
Ndxf5+
Rdh8
Q1d3
Ngxe6+
Qdg6+
Ref2#
N5a4+
Nef4#
Rxg5
fxe8=R#
N7xg5
Rcb2+
R7xd2#
Qdxc5#
Kd3
Qf5+
Ngxh5+
Qbh8#
fxe5+
Q8xd7+
Q1xc3+
Ref7
Rhxg1
Rea8
h1=R#
R2xc4
R1d7
Q6xa7+
Rfxd1+
bxc8=R+
Qxe2#
Ndxe4+
Qxc5+
Qbf4
Q5g4+
Rhxf5+
Ka4
Ncxb4
Qcf6
Rexa4
Qee1
Rxa7#
R2xh4
R8c3
Qhc8
Rcc8
Qac8
R3e5+
R6h7#
cxb7
Qb6
Qxc2+
Ncxb6+
Rfh6+
R2d3#
Q1xa4#
c7+
Rgxf4
Bxe1+
Qfxh2+
Rxb3
Qa1#
Qaxc6+
Qdxg6+
R4f5
R6b2#
N6xb7
Rcxd3+
Rcb3
R3xf4
Qxd8
Qexd6
Nxh3
bxa8=Q#
Rfe5#
Nf8
Ngxh2
R2b7
Rcxc4#
Raxd7+
Ka7
Q2c3
Kxe5
Rcxb7
R2b5+
Rfc5#
Nbxc8+
Qdd5
Bxa3#
g6
d8=Q
Qgf6
Qaa5
N6e5
Q5c3+
Rag6#
Rge2#
Qgxe3
N4xd5
Bb6+
Rce6+
Qdxe7#
Qfc7+
R7a4
R5c7#
Q8b8
R2xh5
R1h5+
R1f7
Qbg2+
Ndf6
Rg7
Rfc2+
hxg5
N7xa5
Q8d7
Q8xg3#
Rbxf8
R1b6#
g1=R#
h6+
Qfxg7
a3#
Rhxb8+
Nfd4#
Qa6+
Qh6+
Qaxb4#
R1b6+
Qhc1
Qca4+
Rbd4+
Q8xg3
R1xb2
Rdb8+
Qdxc7#
c3#
Q7f6+
Qcxb7#
R4xf3
Rbxa4+
Qgxe5+
Ned3
Qxa4#
Raxc5+
Qcb5+
#-51]
Q4h3
f1=B+
Q1xf4
Rgxb7
exd8=Q+
R1g7+
R6a7+
Nfg5
Red7+
Qexd2#
Rhxf6#
Rgb2+
R4f6
Kd4
Rff3
R5g6+
Qde1+
Rdb7+
Qhe7+
R5g3
Ng8+
Nbd8
R6xd4+
Q8d2
Rdb5
dxc1=R
R7d4+
N5xa4
Rhxe2
R7xh4
Qfxc7
Q6xg7#
f6#
R8e3+
Qxc8+
Qexg3
Q8c3
R3b6
axb1=N
Rag7
cxd6
R3xh7
Re3
Rexd6+
Raf1
Rfg3+
N2xb3
Qhxf3+
Q5g2+
N1xh2
Rxc5#
R6xa3
R5b4+
Q7xg7#
R7c3
Nxh3#
N4d5
Rgf5+
Rc7#
Qde5
Rge1
Q1xe1+
Q5c4+
c2+
R7xh6+
Qexg7#
N1xh3
Qfd4
Reh8
Rdxe2#
N5xg3+
Rexf1#
h1=Q
Qg5
Rba4
R6h4
Rhe2#
Q1xd4+
Qbxb8
Bhd5
Qfd2
Rbxf7#
Qhf6
Qbxb3+
Q1b1#
Qcxb4+
Q6a4
Qhe1#
Q3xc4+
Rexh7+
R7xe5+
Raxd7
bxc1=Q+
Naxc2
Qbf6
Qgh6+
N3b4+
Rag6
Qgd2#
Rgxf8#
Qad5#
Qed5
Qfh7+
Qce3+
Qad6
#-59]
Rfxd3+
Qgc7
Rcf5+
N6e5+
Bxd7
Nec6+
Q1b3#
N3xd5+
Qxa6
gxf8=N
Qxd2
Rxh3
Rfb7#
Qaxe6
Rcxc7+
R2xc5
Q1xc4+
Nde5+
Rfxc6
Nxa8
R1a2
Nge2
Rexg2
Rga1
Qcxd2
Qch8#
Rgxb8#
Q6c5+
Rae1+
Naxc6
Qexe4
Kxa1
Raxd1
N5xg6
Nxh1
Rcxb4
Qexh3+
R5xe2
Rbd5+
N3d2
Q4f1+
R7xe2
Q2xf3+
N6e7
Qbg6
Bg2
dxc6#
R1xd6+
N3xg2
Q2f2+
R6a4
Qee6+
N2h3
Nexd4+
Rfg4#
Q8xe5
R7xc6+
Qhxd4+
Rhd5
Kg5#
Qeh1+
Ndc8+
N6xg4
Qaxd5#
R2c5+
Rfd5#
Qeb5
Qxh1
Be7+
Rhxb4
Ngxe7+
Rf8#
Rdxg6+
R5g4#
Kxb4+
b2#
R1xc4+
Rfh6
Qdxe3+
Qfe6+
Q7c2+
Nbxa3
Raxh5
Kxb2+
Nxc4+
Qed6#
R2h7+
R8d7
Qbd4#
Rexf8+
Raxd2#
Qhxf2#
fxe1=R
Rfb4+
Qaf8
Bf1
Kf6
Rbg6
Ree2+
Bag2
Rexd8#
R4e5
Na2
Qgxh6+
Naxc3
Rexf5
Qfd7
Rg3+
Qgxh3
R5xd2
Rxc3#
d1=Q+
Rxc7#
Q4xe7+
Ba7
Qdf4+
Bxg4#
Qgxg3
Q7h7#
Rbxh2+
Nef1+
Qfc7#
Qde7
Qxd4
Rfxc7
Qab6+
Qdxd1+
gxh4
Rdxa6+
N6a5+
Raxc5
Nb4#
Rhxh6+
Nxf2#
R6d5+
Rhxg3
Qed3#
R7a5+
R4h7
Rbf2+
Rfxb5
gxf1=R#
Bxb6+
Qxe8+
h2#
R2a7+
Nhxf5+
R2xe3+
Raxd4+
N2xg3
b5
Bb5#
Nde7#
Q2h8#
Rhxc5
Ndxc6
Rxb5#
Raf3+
R6h4+
Rdd8
Raxd4
R2a6+
Rbc4
N4xd6
R5e7
R1f4+
R7b3
Nexd1
Nxg3
N2xf4
Qde2#
Ncd7+
R1xe2
Qhxh4#
Nxg7
Qdf6+
Qxb8
Qfxf4+
R3xb2+
Nba8
Rdb2
Qhe1+
Q5f4+
R5xe3
Qd7
N8d7
Ncxd3+
bxc8=R#
Q3g3#
R3f6#
Rcxd8#
R5h3
Q1a3
Q1d6+
Qe6+
e3
Qhb1+
R5a3
Nce4#
Qee6#
R1h4+
R6xf3+
Qexb4+
Rh4
Rexe5
R5b2+
Q3f7#
R8e4
Q2e2+
Bxg7+
Qaxd3+
Nfxd2
Rdc2
R4f2#
Rgxh3
Qhc8+
N4xh5+
Rhd5+
b1=R#
Rgd1+
Qhf6#
Rfxb6+
Qdxc2
R6d7+
Bxc2+
Nbxd6
Nxa4
gxf3+
R1xg5
Q6b2
Qhxg7+
Rbxg8
Qeg5#
dxe1=B+
Rcb1#
Ncxa5
Rcg2#
R4h5#
Rf7+
R5g2+
Rxc6
Q6a7
Qfd5
Q5xe6+
Ned8
Rfe4#
Qce4
R5c2+
#-52]
Q1a4
N6a7
Bxd4+
Qhxh6+
Rae6+
Ref5
N4xg3
hxg6#
Bcb7
N2xh4
Neg3
Rdf2#
N4h3
Qdxc2#
R5d7
Nfxd5#
Q6e5+
Qhc1+
N3e5+
R6xe5+
Rfxc1+
Bdf2
Raxc3
R8xd4+
Q1xe4
Qfe7
Ngf2#
Qexf7
B5e6
h2+
Qaxd4
Q6e6+
Raxc8
Bf8+
Rbd1#
Rgxg8
Qgxc4#
Qha4
Rhf3#
Qgh8
Rag1+
R8f2#
Rhxg7#
Kxa5+
Q6d3+
Qgf5#
N6c5
R7xg6+
cxb5+
N8d6
R1h2+
Q5g6
Qcxh3
Qxh8#
Rd1#
R5e4+
h7#
Rgg1
R7f6+
Rbxg7
Qcxd6+
Bd2+
R2e5#
R6b4+
Rcxg8#
R2xe3
Rhxb1
Ncb1
Nfh6
R3f4+
R7g3+
Q7b6
Kc7#
exd6
Q5b7+
Rfxf1
R3a4+
R7xd3+
fxe8=Q#
Rgxe8+
Nexd7
Qcxe7#
Rexe7#
Kxb8
Q1xe6+
Rgxd2
Kxb3
h8=Q+
R5a7
Q4xg6+
Nfh7
Rhg2+
Rhxc5+
N4d6+
Kf1
Qbxf5
Rcxh2
c4
Nhf4+
Re1#
Q1f6+
Rxa8#
Qce3
Nfxh4+
Nab5
Qxg4+
Qxe5#
Ngh8
R7f5+
#-2]
Nhf5+
Rexe5+
R1b4+
Qaf2+
N7g5+
Rgg5+
Qdf5#
Bxc2#
R1xa2+
Kxe1+
Kb7
Rxh7#
Qce8+
Q2c5+
Rxf2
Q5b4#
R1xc4
Q4g3#
hxg1=R
Rhxf8#
Nd6
Rxf6
Rb2
Rbe6
Qexh7#
Ng7#
Ndxb7
Qbg8+
Ncb7
R3d7
Rdg2+
Rff4
R1c2
R7a2
R2b4
Nxc6#
Rhxa8
Qf1#
Ncxe6+
Rfb2#
Qfxe5
fxg1=R
R8xb5
Nef2+
Rgxg7
Bd1#
Ngxf4+
Rbc7+
f5#
Bfe7+
R5b7+
Q8xc6
Rdxg1
N7c6+
Q5xb5
Rgg8+
Qca2
Q8g2#
Qgxg1
Qdh7
bxc5+
Rbh8
Qdb5+
N6g5
R7c2+
Rfh2+
Qgxh2
Qdxd2#
Nhxf3
Kd2
R6c4#
Qfg2
Qc7#
Na6+
Rad7#
Qgxf8+
Nfh5+
N5e6
Rfxf4
Q1xf4+
Rgc5
R6g5
a1=R#
R4b7+
Qeh3
Rbxa6+
R1a7#
Qbxd3
Rdxb4
Qxe6
Raa3
Qfxg2#
Qec1
Rea5
Rbb4
Qce2#
Q3h8+
Rg4
Nxa2#
Rdxh6#
Qbxc1
Rdf1
Rdxb6+
exf4
Rcxa3
Rdxd7
R6xc7
Kxa3
Qfxa8+
Qaxe5
Qfd8
cxd8=Q#
Rxa1+
Rdxc2+
Rgxg7#
bxa8=Q+
Qac6
R1f3
Rexf8
N5e6+
#-53]
Qdd6
Rfe1
Ngxf3
Bgf5
Q1b6#
Be5#
Nac5
Rbd1
Rbf8+
gxf1=Q
Rfxg5+
Rbf6+
Qae8+
Qdxb5#
Qgd1+
Rexb2+
N6xh7
R6b5+
R2c4+
Nfe3#
fxe5
Q1e2
Qxg2#
Rgc8
R4a7
Bxd3
Ne6#
R6xa5+
Rge1+
g6+
R5a6+
Nfh3+
Qbe7#
Qda8+
Raxe1
R1xf6+
Qxe1#
cxd5#
Qgxb3+
Rgb3+
Qhxd2+
R7f5
Nc8#
Qfxb3
R1xa3+
Rbb2
Bb2
Q6g8
Rhxg5
Ke2+
Rac4+
N1h2
Rdg2
R4xh3
Qgh6#
Qaxh4#
bxa2+
Ngxe4
Qdxa6#
Rg1+
N5xe4
#5]
Rge5+
Qea5
Qxg2
Qbe5+
N4b5+
N1xg3
Nca1
g8=R+
Qee5
Nb1#
N6h5+
N5f3+
Q1c1+
Rhxd1
R6xd5
Qcg7
a1=Q+
Qdxb3
Rhxb7
Qhxg5
Qff4#
Rb3#
dxc1=N+
Nfg2
Qcxc3#
Nca4
Ng3#
Qdf1
Qexf5
Nxa5#
Qeh8+
Qh2+
Kb6+
Nec5
Qeh5+
Q3xg2+
Rbxa1
Bxa4
R7xa3+
exd1=N
R1xh5+
Re6#
e8=R
R6xg4
Qcg8#
Qdd1
Qbxa7+
Rxh4+
g8=Q#
Qca1#
R6f3#
Nbc4
N8e7
Qcb8#
Rxf6#
Qbf3
Nh5
cxd5+
Nexf3
N3a2
Rexg4#
c6
g1=N
Naxb7
Bxg8+
Nfxe2+
R5h2
Qxa2+
Qfb6
Qgxd5#
Qag2+
R5xf3
Rae7#
Rxe2#
R1xb6+
Qgc2
Q1c3+
N5d6+
Rac2#
Qcf2#
R8xa2#
N8b6
Qcxe7
Q5f4
Qbe5
Qaa1
Bhg7
Q1f4
Qxa1+
Rxc3
Rgb1
Q2f3
R6xa4
Qdxc7+
N4e6
R5g2#
g8=B+
Rxg4#
Nxe7
Rfxd1
Raxg1+
R8xa3+
R6xg4+
Ndxc6+
Bxa7+
Qeh7#
c1=B#
Q1xe4+
Rdxa3
Ndxf5
Raf8#
Qff8
Rad1#
Rfxb8
Qeg7+
R2xc3+
#-21]
Rbxe8#
Qdxe1#
Bb3+
R3f6+
Qfh6
Bf4
#-18]
Qc3#
R6c2
exd8=B
R8h3
R5e2+
R8f2
Re3+
Kh5
Kf7
Bab8
Qee3+
Qgxg2+
Qhc6
Qde6+
Qhxg4
R8e5#
Qfc4+
Bxb2+
Kd3+
Rae8+
Rcxe3
Ke4
Qgxb2#
Ngh5+
Rgxf2+
R1d4
Nfe8+
Bxh3#
Nac7+
N4a3+
R8c4#
Rhe8
Nxe5#
R3e7+
Qad3+
Q8g6#
Neg5+
Qbxb3
Nac7
Rgxf1#
Qgxg6
R3g4#
N5xf4+
Qgh2
R3xa7
Nec7+
b8=N+
a1=B+
Qef8+
Nc4+
Nbd4+
Qfe2#
Rcxf4+
Raxa6#
R1a4#
fxe8=N+
R6f5#
Rfa4
Rbf6#
Raxe7+
Rcxg7
dxe1=R#
Ng7
Q1h2+
Rdf6
Qfd1+
hxg1=Q+
Re2+
Nxd3
Raxe7
Kg8
Rxd8#
Rexh2
Qxd7+
Q3c5#
#-35]
R4f7#
R3a7+
d8=Q#
R2c3
Q1c2
Rgf7#
Qhb8
Qde8
R6c3+
Rbxa5
Qbe8+
hxg8=N+
Q6c6+
N2f3
Kb2+
b3+
R7e2
Kb7+
Qbg7#
Q8xc7
Na6#
Q6a3+
Qcf8#
Qbc6#
Ndxb6+
Bxa6+
Rdxg3
R3b5
Rgd3+
exd1=Q
Rge7+
Bf7
Rd5#
Q5xg4+
Reb3
Rad8
Qda5+
N8xg6
Rxd6+
Raf8
R1e6+
axb5#
Rdxg8+
g4+
Qef3
#27]
Q8e2+
Rfxf6+
N7c5+
Rexd1
cxb4
R1g6
Rfg2+
Q4a2#
Qxb2
Nexc1
Rhg5+
Rga2
Bxa2
Qcc7+
Rha4
Raxh7
Rxg1#
Qfe1+
R5d6#
R2h7
Nxh4
Qxh2#
Ndxc5+
Qcb4#
Qh4+
Rexa1
Rfxf1+
Rfxg5#
Q5xf3+
Q2xb3
Qfa1+
Qeb1
Qce2
Kh8
Qhxg7#
Rbxg7#
Rcxa8
Rcd5+
Qbd7+
Q2f7+
Qah1
Qxf5+
Qda4#
Qexd4
Nexg5
Kd4+
R2xa5
Rdc2#
bxa1=Q#
Naxc4+
Reg2#
R3a2#
N1xc3
Nxb1
Qxg3
Rfxh5+
Rad3+
Rhxe5+
Nf7
Kg6#
Q3c3
exf3
Ref4+
Kh2+
Qexd6+
Qcxc7#
gxf1=Q+
R2xa4
R1a5
Rae1
Q8xe7#
Kf2+
R3c6+
Rhc1#
R1xc6
Rhb5
Reb6
Bgf6
Rgxg1
Rgg7
Rbxb2
R8b4+
R3g6
Q8d6+
bxa6
Nb7+
R8e3#
Qe4+
Qbe2+
Qdxc6+
Rexf2+
Qf7
R8xe2
R8d6#
bxa2
Rbxd8+
Rfxh7#
N2xe4
Rdxd7+
Rdb5+
Bxe7+
Rac1
Nbxa2+
Qea5+
Rgc5+
Raxg7+
Qaxb2#
N7xe5+
Bac5
R6a2
Rec3
R3c7
Q2xd5#
Ndxb8
R4e3+
Qfxe7#
Qeh4
cxd1=Q+
R3c6
R7g3#
Rfe1+
R8xc2#
Qbxe4+
Qbh8+
R6f7
Qxd1
Rg5+
dxc1=Q+
Bxd8
Qah4#
Qcg4+
Raxa2#
Nxa4+
Rfxg6
Rc8+
Qgg4#
Rgxd6+
f4+
Qhg5#
b1=Q+
Ng8#
dxe5
Rdb3
R3a2+
Qac3#
Q8b7+
N4a5+
N6b5+
Rad5+
Rdxd2#
Qae6#
Qde6#
N7xe6+
Rcd1#
Qdd3#
Qde6
Nfe6
Rac1+
Rhg3+
R3a5+
Qhxf6
Qed7
Nfxe6
Qgg1#
#-46]
Bb3#
Kxc6+
Nec3+
N6xc4
R8a4
Nba4+
Q5g8+
Q5d3
Raxb5+
Qfxf7+
